Route,Day,Location,Incident,Min Delay,Min Gap,Date_,Month,Hour
25,Friday,PAPE STATION,Mechanical,6,13,2024-04-19,4,17
54,Friday,EGLINTON STATION,Diversion,14,19,2024-04-19,4,17
100,Friday,BROADVIEW AND ERINDALE,Mechanical,6,11,2024-04-19,4,17
44,Friday,KIPLING STATION,Emergency Services,7,14,2024-04-19,4,18
95,Friday,YORK MILLS AND VALENTI,Mechanical,10,20,2024-04-19,4,18
11,Friday,SUNNYBROOKE HOSPITAL,Collision - TTC,19,38,2024-04-19,4,18
7,Friday,GREENWIN VILLAGE AND B,Mechanical,10,20,2024-04-19,4,18
941,Friday,KEELE AND ROGERS,Collision - TTC,15,30,2024-04-19,4,18
41,Friday,KEELE AND GLENLAKE,Utilized Off Route,10,20,2024-04-19,4,18
41,Friday,KEELE STATION,Utilized Off Route,10,20,2024-04-19,4,18
924,Friday,VICTORIA PARK AND STEE,Mechanical,10,20,2024-04-19,4,18
35,Friday,JANE AND BLOOR,Utilized Off Route,12,24,2024-04-19,4,18
71,Friday,RUNNYMEDE STATION,Utilized Off Route,10,20,2024-04-19,4,18
37,Friday,HUMBERWOOD AND ARBORWO,Mechanical,15,30,2024-04-19,4,19
37,Friday,HUMBERWOOD AND ARBORWO,Mechanical,15,30,2024-04-19,4,19
96,Friday,WILSON STATION,Operations - Operator,20,40,2024-04-19,4,19
22,Friday,COXWELL AND ROBBINS,Security,10,20,2024-04-19,4,19
67,Friday,ST CLAIR AND PHARMACY,Operations - Operator,18,36,2024-04-19,4,19
38,Friday,KENNEDY STATION,Operations - Operator,12,25,2024-04-19,4,20
80,Friday,QUEENSWAY AND BRAWLEY,Security,22,44,2024-04-19,4,20
52,Friday,MORNING STAR AND REIND,Mechanical,18,36,2024-04-19,4,20
24,Friday,VICTORIA PARK AND CRES,Vision,8,16,2024-04-19,4,20
63,Friday,KING AND CRAWFORD,Collision - TTC,10,20,2024-04-19,4,21
94,Friday,CASTLE FRANK STATION,Cleaning - Unsanitary,20,40,2024-04-19,4,21
35,Friday,JANE AND HEATHROW,General Delay,8,16,2024-04-19,4,21
54,Friday,LAWRENCE AND MARKHAM,Security,15,30,2024-04-19,4,21
52,Friday,MORNINGSTAR AND LANCAS,Mechanical,18,36,2024-04-19,4,21
52,Friday,LAWRENCE WEST STATION,Investigation,9,18,2024-04-19,4,21
900,Friday,KIPLING STATION,Operations - Operator,10,20,2024-04-19,4,21
87,Friday,BROADVIEW STATION,Utilized Off Route,8,16,2024-04-19,4,21
116,Friday,KENNEDY STATION,Cleaning - Unsanitary,10,20,2024-04-19,4,21
45,Friday,KIPLING AND BYWOOD,Utilized Off Route,10,20,2024-04-19,4,21
64,Friday,BROADVIEW STATION,Utilized Off Route,13,24,2024-04-19,4,21
168,Friday,DUNDAS WEST STATION,Vision,19,38,2024-04-19,4,21
925,Friday,PAPE AND COSBURN,Utilized Off Route,11,11,2024-04-19,4,22
100,Friday,OVERLEA AND DON MILLS,Utilized Off Route,10,20,2024-04-19,4,22
83,Friday,DONLANDS STATION,Operations - Operator,17,34,2024-04-19,4,22
64,Friday,WESTLAKE AND WALLINGTO,Collision - TTC,12,24,2024-04-19,4,22
81,Friday,MILLWOOD AND OVERLEA,Security,12,24,2024-04-19,4,22
32,Friday,PINE AND LAWRENCE,Operations - Operator,10,20,2024-04-19,4,22
9,Friday,SCAROBOROUGH TOWN CENT,Emergency Services,26,52,2024-04-19,4,22
54,Friday,LAWRENCE AND BATHGATE,Security,20,1,2024-04-19,4,22
36,Friday,FINCH AND ARDWICK,Collision - TTC,10,20,2024-04-19,4,22
960,Friday,STEELES AND YONGE,Mechanical,10,20,2024-04-19,4,23
63,Friday,OSSINGTON STATION,Security,10,20,2024-04-19,4,23
24,Friday,VICTORIA PARKA AND CRE,Vision,10,20,2024-04-19,4,0
45,Friday,KIPLING AND STEELES,Vision,10,20,2024-04-19,4,0
300,Saturday,DANFORTH AND HILLINGDO,Security,27,45,2024-04-20,4,3
320,Saturday,YONGE AND STEELES,Emergency Services,4,8,2024-04-20,4,4
41,Saturday,EGLINTON AND KEELE,Operations - Operator,21,21,2024-04-20,4,4
35,Saturday,PETER KAISER AND STEEL,Operations - Operator,28,58,2024-04-20,4,4
41,Saturday,EGLINTON AND KEELE,Operations - Operator,2,135,2024-04-20,4,4
51,Saturday,YONGE AND EGLINTON,Operations - Operator,15,30,2024-04-20,4,5
13,Saturday,EGLINTON STATION,General Delay,20,40,2024-04-20,4,5
61,Saturday,EGLINTON STATION,General Delay,20,45,2024-04-20,4,5
133,Saturday,SHEPPARD AND MIDLAND,Mechanical,16,32,2024-04-20,4,5
121,Saturday,FRONT AND BAY,Operations - Operator,20,40,2024-04-20,4,6
168,Saturday,DUNDAS WEST STATION,Security,16,32,2024-04-20,4,6
52,Saturday,JETLINER AND AIRPORT,Mechanical,25,50,2024-04-20,4,6
63,Saturday,OAKWOOD AND EARLSDALE,Security,10,20,2024-04-20,4,6
110,Saturday,ISLINGTON STATION,Mechanical,24,48,2024-04-20,4,7
57,Saturday,MIDLAND AND STEELES,Mechanical,25,50,2024-04-20,4,7
168,Saturday,SYMINGTON AND WALLACE,Mechanical,16,32,2024-04-20,4,7
127,Saturday,DAVENPORT AND OSLER,Security,25,50,2024-04-20,4,7
47,Saturday,CALEDONIA AND SUMMIT,General Delay,18,0,2024-04-20,4,8
95,Saturday,YORK MILLS STATION,Security,10,20,2024-04-20,4,9
927,Saturday,ALBION AND MARTIN GROV,Operations - Operator,11,22,2024-04-20,4,9
903,Saturday,SCARBOROUGH TOWN CENTR,Vision,15,30,2024-04-20,4,9
111,Saturday,THE EAST MALL AND THE,Mechanical,17,34,2024-04-20,4,9
125,Saturday,DREWRY AND FAIRCHILD,Mechanical,15,30,2024-04-20,4,9
84,Saturday,SHEPPARD AND KEELE,Mechanical,8,19,2024-04-20,4,10
40,Saturday,DUNDAS AND CHELSEA,Investigation,15,30,2024-04-20,4,10
935,Saturday,PIONEER VILLAGE STATIO,Operations - Operator,10,20,2024-04-20,4,10
32,Saturday,EGLINTON AND KEELE,Mechanical,24,48,2024-04-20,4,10
32,Saturday,EGLINTON WEST STATION,Mechanical,12,24,2024-04-20,4,10
71,Saturday,BLOOR AND RUNNYMEDE,Mechanical,15,30,2024-04-20,4,10
133,Saturday,NEILSON AND 401,Diversion,12,24,2024-04-20,4,10
7,Saturday,GREENWIN VILLAGE AND B,Mechanical,9,18,2024-04-20,4,11
35,Saturday,JANE STATION,Mechanical,7,14,2024-04-20,4,11
35,Saturday,JANE STATION,Mechanical,7,14,2024-04-20,4,11
31,Saturday,EASTERN AND QUEEN,Cleaning - Unsanitary,12,24,2024-04-20,4,11
37,Saturday,HUMBERWOOD BLVD,Cleaning - Unsanitary,16,32,2024-04-20,4,11
60,Saturday,STEELES AND KEELE,Mechanical,10,20,2024-04-20,4,11
41,Saturday,PIONEER VILLAGE STATIO,Mechanical,8,16,2024-04-20,4,12
24,Saturday,VICTORIA PARK STATION,Cleaning - Unsanitary,10,20,2024-04-20,4,12
86,Saturday,KENNEDY STATION,Mechanical,5,10,2024-04-20,4,12
927,Saturday,STEELES AND MARTIN GRO,Mechanical,11,22,2024-04-20,4,12
85,Saturday,5060 SHEPPARD AVE,Vision,12,18,2024-04-20,4,12
54,Saturday,LAWRENCE AND KENNEDY,Mechanical,14,28,2024-04-20,4,13
129,Saturday,STEELES AND MCCOWAN,Vision,8,16,2024-04-20,4,13
96,Saturday,WILSON AND FAYWOOD,Mechanical,17,34,2024-04-20,4,13
129,Saturday,MCCOWAN AND STEELES,Vision,8,16,2024-04-20,4,13
16,Saturday,WARDEN STATION,Emergency Services,10,20,2024-04-20,4,13
929,Saturday,DUFFERIN AND LAWRENCE,Operations - Operator,10,20,2024-04-20,4,13
7,Saturday,BATHURST AND CLAXTON,Mechanical,10,20,2024-04-20,4,13
125,Saturday,ANTIBES AND TORRESDALE,Mechanical,15,30,2024-04-20,4,14
63,Saturday,EGLINTON WEST STATION,Operations - Operator,5,11,2024-04-20,4,14
44,Saturday,KIPLING STATION,Mechanical,10,20,2024-04-20,4,14
60,Saturday,YONGE AND CUMMER,Utilized Off Route,10,20,2024-04-20,4,14
985,Saturday,SHEPPARD AND WARDEN,Mechanical,13,26,2024-04-20,4,14
903,Saturday,KENNEDY STATION,Mechanical,13,36,2024-04-20,4,15
903,Saturday,KENNEDY STATION,Mechanical,13,26,2024-04-20,4,15
73,Saturday,ROYAL YORK STATION,Utilized Off Route,22,34,2024-04-20,4,15
905,Saturday,KINGSTON AND GUILDWOOD,Mechanical,15,30,2024-04-20,4,15
35,Saturday,JANE STATION,Utilized Off Route,7,14,2024-04-20,4,15
44,Saturday,KIPLING AND EVANS,Utilized Off Route,10,20,2024-04-20,4,15
35,Saturday,JANE STATION,Utilized Off Route,7,14,2024-04-20,4,15
112,Saturday,KIPLING STATION,Utilized Off Route,14,28,2024-04-20,4,15
32,Saturday,EGLINTON AND MARLEE,Utilized Off Route,12,24,2024-04-20,4,15
41,Saturday,KEELE AND WEST TORONTO,Cleaning - Unsanitary,8,16,2024-04-20,4,15
94,Saturday,WELLESLEY AND JARVIS,Collision - TTC,20,40,2024-04-20,4,15
96,Saturday,WILSON AND CLAYSON,Vision,6,16,2024-04-20,4,15
86,Saturday,ZOO LOOP,Investigation,10,20,2024-04-20,4,15
32,Saturday,EGLINTON AND JANE,Mechanical,12,24,2024-04-20,4,16
85,Saturday,PROGRESS AND SHEPPARD,Operations - Operator,6,12,2024-04-20,4,16
935,Saturday,JANE AND WILSON,Emergency Services,7,14,2024-04-20,4,16
36,Saturday,FINCH AND ARROW,Vision,5,10,2024-04-20,4,17
32,Saturday,EGLINTON AND RICHARDSO,Operations - Operator,12,24,2024-04-20,4,17
131,Saturday,MORNINGVIEW TRAIL AND,Mechanical,14,28,2024-04-20,4,17
21,Saturday,KENNEDY STATION,Mechanical,18,36,2024-04-20,4,17
91,Saturday,WOODBINE STATION,Operations - Operator,26,52,2024-04-20,4,17
88,Saturday,ST. CLAIR STATION,Investigation,15,30,2024-04-20,4,18
905,Saturday,KENNEDY STATION,Mechanical,15,30,2024-04-20,4,18
29,Saturday,DUFFERIN AND ALMA,Collision - TTC,5,10,2024-04-20,4,18
16,Saturday,DANFORTH AND BRIMLEY,Mechanical,10,20,2024-04-20,4,18
999,Saturday,PIONEER VILLAGE STATIO,Mechanical,10,20,2024-04-20,4,18
134,Saturday,FINCH AND FINCHDENE,Collision - TTC,15,30,2024-04-20,4,18
85,Saturday,MEADOWVALE LOOP,Utilized Off Route,20,30,2024-04-20,4,19
929,Saturday,DUFFERINA DN GORDON,Mechanical,5,10,2024-04-20,4,19
95,Saturday,ELLESMERE AND BOBMAR,Mechanical,10,20,2024-04-20,4,19
165,Saturday,OLD WESTON ROAD AND WE,Operations - Operator,10,20,2024-04-20,4,20
94,Saturday,CASTLE FRANK STATION,Operations - Operator,20,40,2024-04-20,4,20
39,Saturday,FINCH STATION,Utilized Off Route,10,20,2024-04-20,4,20
94,Saturday,WELLESLEY AND PARLIAME,Operations - Operator,20,40,2024-04-20,4,20
960,Saturday,FINCH STATION,Utilized Off Route,10,20,2024-04-20,4,20
29,Saturday,DUFFERIN AND LAWRENCE,Utilized Off Route,5,10,2024-04-20,4,20
29,Saturday,WILSON STATION,Utilized Off Route,5,10,2024-04-20,4,20
32,Saturday,EGLINTON ADN DUFFERIN,Utilized Off Route,14,28,2024-04-20,4,20
165,Saturday,SHEPPARD WEST STATION,Utilized Off Route,10,20,2024-04-20,4,20
35,Saturday,JANE STATION,Cleaning - Unsanitary,8,16,2024-04-20,4,20
32,Saturday,EGLINTON AND ENNERDALE,Utilized Off Route,14,28,2024-04-20,4,21
52,Saturday,LAWRENCE AND WESTON,Investigation,22,44,2024-04-20,4,21
129,Saturday,KENNEDY STATION,Vision,11,22,2024-04-20,4,21
52,Saturday,DIXON AND SKYWAY,Mechanical,22,44,2024-04-20,4,22
95,Saturday,YORK MILLS STATION,Mechanical,10,20,2024-04-20,4,22
96,Saturday,HUMBERLINE LOOP AND AL,Operations - Operator,20,40,2024-04-20,4,22
90,Saturday,BATHURST STATION,Mechanical,10,20,2024-04-20,4,22
52,Saturday,LAWRENCE AND OLYMPIA D,Security,20,40,2024-04-20,4,23
118,Saturday,ALBOIN AND ARMEL,General Delay,25,30,2024-04-20,4,23
47,Saturday,YORKDALE STATION,Vision,20,40,2024-04-20,4,23
903,Saturday,KENNEDY STATION,Vision,14,28,2024-04-20,4,23
22,Saturday,COXWELL STATION,Mechanical,10,20,2024-04-20,4,0
903,Saturday,KENNEDY STATION,Operations - Operator,15,30,2024-04-20,4,1
960,Saturday,STEELES AND MARTIN GRO,Cleaning - Unsanitary,10,20,2024-04-20,4,1
43,Saturday,KENNEDY STATION,Collision - TTC,10,20,2024-04-20,4,1
320,Sunday,YONGE AND WELLINGTON,Operations - Operator,5,10,2024-04-21,4,2
60,Sunday,FINCH STATION,Cleaning - Unsanitary,20,20,2024-04-21,4,2
40,Sunday,BLOOR AND BATHURST,Mechanical,15,21,2024-04-21,4,3
35,Sunday,JANE AND SHOREHAM,Security,20,40,2024-04-21,4,4
95,Sunday,KINGSTON AND PORT UNIO,Mechanical,20,40,2024-04-21,4,7
34,Sunday,CONCORDE PLACE,Diversion,15,30,2024-04-21,4,8
123,Sunday,KIPLING STATION,Utilized Off Route,20,40,2024-04-21,4,8
900,Sunday,PEARSON AIRPORT,Mechanical,8,16,2024-04-21,4,8
111,Sunday,KIPLING STATION,Mechanical,18,36,2024-04-21,4,8
960,Sunday,YONGE AND BISHOP,Operations - Operator,18,0,2024-04-21,4,8
23,Sunday,MAIN STREET STATION,Mechanical,12,24,2024-04-21,4,8
24,Sunday,VICTORIA PARK AND DENT,Mechanical,10,20,2024-04-21,4,8
39,Sunday,KENNEDY AND ELLESMERE,Mechanical,10,20,2024-04-21,4,8
9,Sunday,BIRCHMOUTN GARAGE,Mechanical,26,42,2024-04-21,4,8
34,Sunday,EGLINTON AND SINNOTT,Road Blocked - NON-TTC Collision,10,20,2024-04-21,4,9
960,Sunday,STEELE AND MARTIN GROV,Mechanical,11,22,2024-04-21,4,9
96,Sunday,KEELE AND WILSON,Mechanical,15,31,2024-04-21,4,9
123,Sunday,LONG BRANCH LOOP,Collision - TTC,20,40,2024-04-21,4,10
15,Sunday,ROYAL YORK AND STRATH,Mechanical,20,40,2024-04-21,4,10
24,Sunday,VICTORIA PARK AND PLEA,Mechanical,10,20,2024-04-21,4,10
100,Sunday,BROADVIEW STATION,Operations - Operator,10,20,2024-04-21,4,10
75,Sunday,SHERBOURNE AND WELLESL,Emergency Services,24,48,2024-04-21,4,10
64,Sunday,LUMSDEN AND BARRINGTON,Mechanical,10,20,2024-04-21,4,11
37,Sunday,HUMBERWOOD LOOP,Security,20,40,2024-04-21,4,11
73,Sunday,ROYAL YORK STATION,Mechanical,22,44,2024-04-21,4,11
46,Sunday,KIPLING STATION,Mechanical,20,40,2024-04-21,4,11
13,Sunday,QUEENS PARK AND TREASU,General Delay,10,20,2024-04-21,4,12
75,Sunday,QUEENS QUAY AND LOWER,Emergency Services,20,40,2024-04-21,4,12
39,Sunday,FINCH AND VICTORIA PAR,Mechanical,16,32,2024-04-21,4,12
165,Sunday,JANE AND WILSON,Cleaning - Unsanitary,10,20,2024-04-21,4,12
35,Sunday,JANE STATION,Mechanical,8,16,2024-04-21,4,13
102,Sunday,WARDEN STATION,Emergency Services,3,10,2024-04-21,4,13
102,Sunday,MARKHAM AND SHEPPARD,Operations - Operator,10,20,2024-04-21,4,13
24,Sunday,VICTORIA PARK AND STEE,Vision,10,20,2024-04-21,4,13
85,Sunday,SHEPPARD AND YONGE,Operations - Operator,22,44,2024-04-21,4,13
118,Sunday,1013 WILSON AVE,General Delay,10,20,2024-04-21,4,13
45,Sunday,KIPLING STATION,Operations - Operator,10,20,2024-04-21,4,14
903,Sunday,KENNEDY AND ELLESMERE,Security,12,24,2024-04-21,4,14
84,Sunday,SHEPPARD AND KEELE,Mechanical,7,14,2024-04-21,4,14
54,Sunday,WARDEN AND LAWRENCE,Mechanical,17,34,2024-04-21,4,14
47,Sunday,YORKDALE STATION,General Delay,10,20,2024-04-21,4,14
44,Sunday,COLONEL SAMUEL SMITH P,Mechanical,9,18,2024-04-21,4,15
35,Sunday,PIONEER VILLAGE STATIO,Mechanical,8,16,2024-04-21,4,15
85,Sunday,SHEPPARD AND MEADOWVAL,Security,7,31,2024-04-21,4,16
75,Sunday,ELM AND SOUTH,Collision - TTC,20,40,2024-04-21,4,16
925,Sunday,DON MILLS STATION,Mechanical,10,20,2024-04-21,4,16
96,Sunday,YORK MILLS STATION,Mechanical,20,40,2024-04-21,4,16
35,Sunday,JANE AND WOOLNER,Cleaning - Unsanitary,8,16,2024-04-21,4,16
96,Sunday,ALBION AND FINCH,Mechanical,20,40,2024-04-21,4,16
80,Sunday,WEST MALL AND EVANS,Security,20,40,2024-04-21,4,16
41,Sunday,KEELE AND NORTH PARK,Security,10,20,2024-04-21,4,17
2,Sunday,WARDEN STATION,Collision - TTC,3,63,2024-04-21,4,17
110,Sunday,KIPLING AND QUEENSWAY,Mechanical,22,52,2024-04-21,4,17
45,Sunday,MOUNT DENNIS GARAGE,Investigation,10,20,2024-04-21,4,17
2,Sunday,ST CLAIR AND PHARMACY,Mechanical,1,2,2024-04-21,4,17
165,Sunday,OLD WESTON AND STEELES,Emergency Services,10,20,2024-04-21,4,17
86,Sunday,MEADOWVALE AND SHEPPAR,Operations - Operator,10,18,2024-04-21,4,17
52,Sunday,MARTIN GROOVE AND TOLL,Cleaning - Unsanitary,20,40,2024-04-21,4,17
9,Sunday,WARDEN STATION,Mechanical,22,44,2024-04-21,4,18
939,Sunday,BAYVIEW AND FINCH,Mechanical,20,40,2024-04-21,4,18
929,Sunday,WILSON STATION,Mechanical,10,20,2024-04-21,4,18
131,Sunday,KENNEDY STATION,Mechanical,12,24,2024-04-21,4,18
70,Sunday,COXWELL STATION,Operations - Operator,15,30,2024-04-21,4,19
54,Sunday,LAWRENCE AND WARDEN,Emergency Services,20,40,2024-04-21,4,19
16,Sunday,SCARBOROUGH CENTRE STA,Operations - Operator,16,24,2024-04-21,4,20
161,Sunday,OSSINGTON STATION,Cleaning - Unsanitary,20,40,2024-04-21,4,20
116,Sunday,KINGSTON AND SCARBOROU,Emergency Services,10,20,2024-04-21,4,20
70,Sunday,PHARMACY AND CRAIGHTON,Mechanical,15,30,2024-04-21,4,20
99,Sunday,ARROW DIVISION,Operations - Operator,15,30,2024-04-21,4,21
94,Sunday,WELLESLY AND JARVIS,Cleaning - Unsanitary,20,40,2024-04-21,4,21
69,Sunday,WARDEN STATION,Operations - Operator,11,22,2024-04-21,4,21
129,Sunday,MCCOWAN AND MCNICOLL,Mechanical,19,38,2024-04-21,4,21
85,Sunday,SHEPPARD AND PARKWAY F,Mechanical,20,40,2024-04-21,4,22
52,Sunday,LANDEN COURT AND MERRI,Operations - Operator,20,40,2024-04-21,4,23
25,Sunday,PAPE STATION,Diversion,10,20,2024-04-21,4,23
34,Sunday,KENNEDY STATION,Security,20,40,2024-04-21,4,23
32,Sunday,EGLINTON AND WINONA,Emergency Services,15,30,2024-04-21,4,0
106,Sunday,SHEPPARD AND TUSCAN GA,Utilized Off Route,16,36,2024-04-21,4,0
35,Sunday,JANE AND DALRYMPLE,Security,10,20,2024-04-21,4,0
36,Monday,FINCH AND MUIRKIRK RD,Security,20,40,2024-04-22,4,2
300,Monday,KENNEDY STATION,Security,25,25,2024-04-22,4,3
315,Monday,QUEENS QUAY AND YONGE,Security,15,30,2024-04-22,4,3
336,Monday,FINCH AND YONGE,Security,20,40,2024-04-22,4,4
320,Monday,QUEEN'S QUAY AND BAY,Security,15,30,2024-04-22,4,5
84,Monday,SHEPPARD AND 400,Mechanical,7,15,2024-04-22,4,5
985,Monday,KENNEDY STATION,Mechanical,15,30,2024-04-22,4,7
131,Monday,MORINGVIEW TRAIL AND O,Collision - TTC,11,22,2024-04-22,4,7
131,Monday,MORINNG VIEW TRAIL AN,Collision - TTC,12,24,2024-04-22,4,7
61,Monday,AVENUE AND LAWRENCE,Mechanical,14,28,2024-04-22,4,7
100,Monday,OVERLEA AND THORNCLIFF,Diversion,27,32,2024-04-22,4,7
25,Monday,OVERLEA AND THORNCLIFF,Diversion,25,32,2024-04-22,4,7
25,Monday,OVERLEA AND THOORNCLIF,Diversion,25,32,2024-04-22,4,7
29,Monday,DUFFERIN AND LIBERTY,Collision - TTC,8,16,2024-04-22,4,7
88,Monday,OVERLEA AND THORNCLIFF,Diversion,20,35,2024-04-22,4,7
7,Monday,GREENWIN VILLAGE,Vision,10,20,2024-04-22,4,7
35,Monday,JANE AND WRIGHT,Security,12,24,2024-04-22,4,7
160,Monday,ATKINSIN AND CAMPBELL,Emergency Services,20,40,2024-04-22,4,8
937,Monday,ISLINGTON STATION,Utilized Off Route,16,32,2024-04-22,4,8
123,Monday,KIPLING STATION,Utilized Off Route,15,30,2024-04-22,4,8
902,Monday,MORNINGSIDE AND PASSMO,Mechanical,10,20,2024-04-22,4,9
38,Monday,KENMARK AND CHEVRON,Mechanical,7,14,2024-04-22,4,9
73,Monday,EVANS AND ISLINGTON,Mechanical,19,38,2024-04-22,4,9
927,Monday,MARTIN GROVE AND BRUNE,Mechanical,10,20,2024-04-22,4,9
960,Monday,STEELES AND NORFINCH,Collision - TTC,11,22,2024-04-22,4,9
32,Monday,EGLINTON AND KEELE,Vision,12,24,2024-04-22,4,10
24,Monday,VICTORIA PARK AND STEE,Mechanical,10,20,2024-04-22,4,11
89,Monday,KEELE AND ST CLAIR,Cleaning - Unsanitary,10,20,2024-04-22,4,11
45,Monday,25 VIKING LANE,Vision,8,16,2024-04-22,4,12
38,Monday,MCCOWAN AND ELLESMERE,Operations - Operator,10,20,2024-04-22,4,12
165,Monday,WESTON AND SHEPPARD,Collision - TTC,10,20,2024-04-22,4,12
102,Monday,MARKHAM AND BRIMORTON,Collision - TTC,20,40,2024-04-22,4,12
47,Monday,CALEDONIA AND RAITHERM,Mechanical,18,36,2024-04-22,4,12
69,Monday,BIRCHMOUNT AND HOLLIS,Cleaning - Unsanitary,9,15,2024-04-22,4,13
66,Monday,OLD MILL STATION,Mechanical,28,56,2024-04-22,4,13
52,Monday,WESTWOOD MALL,Vision,17,34,2024-04-22,4,13
112,Monday,KIPLING STATION,Mechanical,24,48,2024-04-22,4,14
37,Monday,ISLINGTON AND FINCH,Mechanical,15,33,2024-04-22,4,14
116,Monday,EGLINTON AND MIDLAND,Security,10,20,2024-04-22,4,14
984,Monday,SHEPPARD AND YONGE,Mechanical,11,22,2024-04-22,4,14
85,Monday,SHEPPARD AND MALVERN,Mechanical,14,32,2024-04-22,4,14
97,Monday,HILDA AND STEELES,Collision - TTC,10,20,2024-04-22,4,14
37,Monday,ISLINGTON AND WINNIPEG,Collision - TTC,20,40,2024-04-22,4,14
20,Monday,ATLEE AND PARK,Investigation,8,28,2024-04-22,4,14
34,Monday,EGLINTON AND DON VALLE,Collision - TTC,10,20,2024-04-22,4,15
91,Monday,UNDERHILL AND CASSANDR,Collision - TTC,18,36,2024-04-22,4,15
63,Monday,OAKWOOD AND ROGERS,Emergency Services,10,20,2024-04-22,4,15
20,Monday,DANFORTH AND VICTORIA,Diversion,21,41,2024-04-22,4,15
23,Monday,DAWES AND DANFORTH,Diversion,21,31,2024-04-22,4,15
135,Monday,WARDEN AND DANFORTH,Diversion,21,44,2024-04-22,4,15
113,Monday,DANFORTH AND NORTH WOO,Diversion,21,36,2024-04-22,4,15
20,Monday,KENNEDY AND DANFORTH,Mechanical,15,30,2024-04-22,4,15
70,Monday,COSBURN AND COXWELL,Operations - Operator,8,16,2024-04-22,4,15
37,Monday,STEELES AT ISLINGTON,Mechanical,18,36,2024-04-22,4,15
64,Monday,EASTDALE AND GOODWOOD,Mechanical,10,20,2024-04-22,4,15
14,Monday,CHAPLIN AND AVENUE,Diversion,6,28,2024-04-22,4,16
36,Monday,FINCH AND WESTMORE,Mechanical,6,12,2024-04-22,4,16
76,Monday,EVANS AND ROYAL YORK,Vision,3,12,2024-04-22,4,16
125,Monday,ANTIBES AND BATHURST,Vision,5,15,2024-04-22,4,16
113,Monday,MAIN STREET STATION,Mechanical,15,30,2024-04-22,4,16
113,Monday,MAIN STREET STATION,Mechanical,15,30,2024-04-22,4,16
35,Monday,PIONEER VILLAGE STATIO,Mechanical,12,24,2024-04-22,4,16
168,Monday,SYMINGTON AND DUPONT,Emergency Services,9,18,2024-04-22,4,16
116,Monday,KENNEDY STATION,Mechanical,10,20,2024-04-22,4,16
989,Monday,WESTON AND EVON CRESCE,Investigation,10,20,2024-04-22,4,16
952,Monday,LAWRENCE AND JANE,Security,12,24,2024-04-22,4,16
66,Monday,PARK LAWN AND GARDINER,Mechanical,10,20,2024-04-22,4,16
110,Monday,ISLINGTON AND ADVANCE,Collision - TTC,27,54,2024-04-22,4,16
73,Monday,ALBION AND WESTON,Security,25,50,2024-04-22,4,16
123,Monday,KIPLING STATION,Security,12,24,2024-04-22,4,17
85,Monday,DON MILLS STATION,Mechanical,16,32,2024-04-22,4,17
986,Monday,SHEPPARD AND WATER TOW,Mechanical,6,12,2024-04-22,4,17
34,Monday,EGLINTON AND DUNFIELD,Operations - Operator,8,16,2024-04-22,4,17
52,Monday,THICKSON AND ROYAL YOR,Collision - TTC,18,57,2024-04-22,4,17
56,Monday,DONLANDS STATION,Operations - Operator,16,32,2024-04-22,4,17
937,Monday,STEELES AND ISLINGTON,Mechanical,14,28,2024-04-22,4,17
36,Monday,FINCH AND CHESSWOOD,Security,7,14,2024-04-22,4,17
90,Monday,BATHURST STATION,Utilized Off Route,8,16,2024-04-22,4,17
88,Monday,ST. CLAIR STATION,Utilized Off Route,12,24,2024-04-22,4,17
168,Monday,DUNDAS WEST STATION,Utilized Off Route,9,18,2024-04-22,4,17
960,Monday,FINCH STATION,Utilized Off Route,7,13,2024-04-22,4,17
19,Monday,DAVENPORT AND BEDFORD,Utilized Off Route,14,28,2024-04-22,4,17
925,Monday,PAPE STATION,Utilized Off Route,9,18,2024-04-22,4,17
108,Monday,SHEPPARD WEST STATION,Utilized Off Route,21,42,2024-04-22,4,17
19,Monday,BLOOR AND BAY,Utilized Off Route,14,28,2024-04-22,4,18
71,Monday,MOUNT DENNIS GARAGE,Operations - Operator,10,20,2024-04-22,4,18
116,Monday,MORNINGSIDE AND MCLEVI,Diversion,19,27,2024-04-22,4,18
129,Monday,TRITON AND BRIMLEY,Security,14,28,2024-04-22,4,18
989,Monday,WESTON AND LAWRENCE,Mechanical,10,20,2024-04-22,4,18
32,Monday,EGLINTON AND KIPLING,Mechanical,12,24,2024-04-22,4,18
7,Monday,BATHURST AND BURTON,Mechanical,10,20,2024-04-22,4,18
52,Monday,DIXON AND CARLINGVIEW,Mechanical,17,34,2024-04-22,4,18
116,Monday,EGLINTON AND DANFORTH,Security,10,20,2024-04-22,4,19
94,Monday,CASTLE FRANK STATION,Mechanical,10,20,2024-04-22,4,19
116,Monday,EGLINTON AND KINGSTON,Mechanical,8,16,2024-04-22,4,19
60,Monday,STEELES AND HILDA,Security,12,24,2024-04-22,4,19
939,Monday,MCCOWAN AND SHEPPARD,Security,16,32,2024-04-22,4,20
24,Monday,BIRCHMOUNT GARAGE,Mechanical,8,16,2024-04-22,4,20
41,Monday,ROGERS AND SCOTT,Mechanical,10,20,2024-04-22,4,20
111,Monday,EAST MALL AND BURNHAMT,Mechanical,20,40,2024-04-22,4,20
52,Monday,LAWRENCE WEST STATION,Security,18,36,2024-04-22,4,20
35,Monday,PIONEER VILLAGE STATIO,Emergency Services,7,15,2024-04-22,4,20
