Route,Day,Location,Incident,Min Gap,Date_,Month,Hour
336,Thursday,FINCDENE AND PULLMAN,Operations - Operator,40,2024-01-04,1,3
89,Monday,KEELE AND ST. CLAIR WE,Operations - Operator,20,2024-07-08,7,12
985,Thursday,SHEPPARD AND MIDLAND,Mechanical,24,2024-04-18,4,11
116,Saturday,MORNINGSIDE AND NIGHT,Mechanical,24,2024-05-25,5,1
102,Wednesday,MORNINGSIDE AND STEELE,Emergency Services,42,2024-06-26,6,20
905,Tuesday,MORRISH AND ELLESMERE,Mechanical,20,2024-01-30,1,10
89,Monday,KEELE AND JUNCION,Collision - TTC,18,2024-01-08,1,16
35,Sunday,JANE AND ANNETTE,Mechanical,20,2024-03-03,3,8
116,Monday,MALVERN DIVISION,Operations - Operator,20,2024-01-08,1,5
97,Wednesday,YONGE AND NORTON,Mechanical,50,2024-02-07,2,17
46,Wednesday,KIPLING AND RATHBURN,Mechanical,18,2024-01-17,1,17
168,Monday,DUNDAS WEST STATION,Utilized Off Route,44,2024-04-29,4,1
32,Wednesday,EGLINTON WEST STATION,Vision,20,2024-04-03,4,17
36,Monday,FINCH AND TORRESDALE,Mechanical,16,2024-05-13,5,20
116,Wednesday,MORNINGSIDE AND OLD FI,Operations - Operator,16,2024-09-18,9,15
14,Wednesday,YONGE AND BALLIOL,Utilized Off Route,10,2024-02-28,2,1
111,Saturday,KIPLING STATION,Mechanical,36,2024-01-06,1,9
929,Thursday,DUFFERIN AND DAVENPOR,Security,16,2024-06-13,6,21
70,Sunday,EGLINTON AND VICTORIA,Mechanical,30,2024-01-28,1,9
939,Wednesday,MCCOWAN AND FINCH,Mechanical,20,2024-02-14,2,18
63,Saturday,OAKWOOD AND ROGERS,Emergency Services,19,2024-06-29,6,9
929,Tuesday,DUFFERIN AND WATERLOO,Emergency Services,20,2024-06-11,6,10
32,Thursday,EGLINTON AND GLENHOLME,Emergency Services,20,2024-01-04,1,17
32,Saturday,EGLINTON AND RANEE,Investigation,20,2024-03-16,3,18
954,Friday,KENNEDY STATION,Utilized Off Route,18,2024-05-31,5,10
60,Tuesday,STEELES WEST AND FOUND,Mechanical,18,2024-08-27,8,15
941,Monday,JANE AND TRETHEWEY,Operations - Operator,30,2024-03-25,3,15
954,Monday,LAWRENCE AND MARCOS,Cleaning - Unsanitary,20,2024-04-15,4,16
95,Thursday,YORK MILLS AND DON MIL,Mechanical,20,2024-01-18,1,14
47,Tuesday,YORKDALE STATION,Mechanical,24,2024-01-02,1,17
939,Wednesday,FINCH STATION,Mechanical,48,2024-07-31,7,23
72,Monday,CARLAW AND GERRARD,Operations - Operator,20,2024-06-03,6,0
35,Tuesday,MOUNT DENNIS GARAGE,Operations - Operator,20,2024-06-25,6,4
70,Thursday,CRAIGTON AND PHARMACY,Utilized Off Route,22,2024-01-04,1,11
52,Monday,LAWRENCE AND JANE,Security,18,2024-07-29,7,15
29,Friday,DUFFERIN AND EGLINTON,Mechanical,15,2024-02-09,2,6
45,Thursday,KIPLING STATION,Mechanical,40,2024-04-11,4,5
133,Saturday,NEILSON AND SHEPPARD,Operations - Operator,30,2024-09-28,9,18
32,Tuesday,EGLINTON AND AVENUE,Security,16,2024-02-27,2,7
36,Tuesday,HUMBERWOOD AND MORNING,Mechanical,12,2024-05-07,5,15
71,Friday,ROCKCLIFF AND ALLIANCE,Mechanical,20,2024-02-16,2,18
939,Sunday,KENNEDY STATION,Mechanical,20,2024-04-14,4,10
89,Saturday,WESTON AND ALBION,Security,20,2024-06-22,6,10
32,Monday,RENFORTH STATION,Mechanical,20,2024-07-15,7,16
129,Tuesday,KENNEDY STATION,Operations - Operator,32,2024-06-04,6,10
94,Thursday,OSSINGTON STATION,Emergency Services,40,2024-02-08,2,17
72,Sunday,PAPE STATION,Security,16,2024-05-26,5,13
52,Monday,LAWRENCE AND WESTON,Mechanical,38,2024-03-18,3,6
95,Tuesday,UNIVERSITY OF TORONTO,Mechanical,20,2024-01-09,1,19
985,Thursday,MIDLAND AND SHEPPARD,Vision,30,2024-05-30,5,7
53,Tuesday,STEELES AND DUDLEY (E,Collision - TTC,20,2024-01-30,1,13
96,Saturday,WILSON AND YONGE,Utilized Off Route,40,2024-05-25,5,23
104,Friday,ANSFORD AND FAYWOOD,Operations - Operator,39,2024-02-23,2,14
36,Sunday,FINCH AND ARROW,Operations - Operator,12,2024-06-30,6,12
48,Friday,ANGLESEY AND ROYAL YOR,Collision - TTC,34,2024-07-12,7,6
43,Sunday,KENNEDY AND ANTRIM,Emergency Services,20,2024-06-16,6,9
64,Wednesday,COSBURN AND LINSMORE,Operations - Operator,18,2024-05-29,5,19
52,Friday,EGLINTON STATION,Mechanical,40,2024-08-02,8,16
52,Wednesday,LAWRENCE AND JANE,Security,54,2024-06-26,6,17
14,Tuesday,DAVISVILLE STATION,Diversion,52,2024-05-14,5,11
73,Saturday,ROYAL YORK STATION,Operations - Operator,50,2024-08-17,8,11
73,Thursday,ROYAL YORK AND DIXON,Operations - Operator,43,2024-02-22,2,18
122,Tuesday,SHEPPARD AND BROWNSPRI,Mechanical,20,2024-02-20,2,5
929,Thursday,SPRINGHURST LOOP,Mechanical,16,2024-05-23,5,16
110,Saturday,ISLINGTON AND ATHOL,Operations - Operator,54,2024-02-24,2,12
999,Tuesday,ELLESMERE AND MIDLAND,Utilized Off Route,10,2024-04-23,4,22
32,Friday,EGLINTON AND BLACK CRE,Operations - Operator,16,2024-04-26,4,9
131,Wednesday,MARKHAM AND NUGGET,Operations - Operator,24,2024-07-10,7,18
116,Saturday,SHEPPARD AND MORNINGSI,Mechanical,22,2024-08-31,8,22
126,Tuesday,CHAPLIN AND EGLINTON,Operations - Operator,48,2024-07-30,7,10
903,Wednesday,KENNEDY AND EGLINTON,Collision - TTC,32,2024-07-24,7,14
20,Thursday,KENNEDY STATION,Cleaning - Unsanitary,46,2024-03-21,3,20
52,Sunday,EGLINTON STATION,Cleaning - Unsanitary,48,2024-04-14,4,22
996,Tuesday,WILSON AND JANE,Vision,20,2024-06-25,6,15
41,Monday,KEELE STATION,Investigation,40,2024-05-20,5,11
52,Wednesday,MARTIN GROVE AND WESTW,Mechanical,18,2024-04-03,4,14
133,Wednesday,KENNEDY STATION,Mechanical,26,2024-03-13,3,9
134,Thursday,MCCOWAN AND BUSHBY,Operations - Operator,30,2024-07-11,7,14
54,Friday,LAWRENCE AND DVP,Collision - TTC,20,2024-01-26,1,7
927,Friday,STEELES AND MARTIN GRO,Mechanical,19,2024-05-17,5,12
133,Saturday,SCARBOROUGH CENTRE STA,Operations - Operator,24,2024-01-06,1,9
53,Sunday,FINCH STATION,Emergency Services,28,2024-06-02,6,11
131,Wednesday,SEWELLS AND MORNINGVIE,Operations - Operator,24,2024-08-21,8,17
73,Tuesday,ROYAL YORK STATION,Utilized Off Route,44,2024-01-30,1,7
85,Sunday,SHEPPARD AND WARDEN,Mechanical,40,2024-05-19,5,17
129,Saturday,KENNEDY STATION,Utilized Off Route,16,2024-05-04,5,17
36,Monday,FINCH AND JAYZEL,Collision - TTC,14,2024-06-24,6,18
47,Wednesday,DUFFERIN AND MCADAM,Operations - Operator,36,2024-02-21,2,9
41,Monday,KEELE AND FOUR WINDS,Mechanical,20,2024-03-04,3,8
86,Saturday,KENNEDY STATION,Mechanical,10,2024-04-20,4,12
165,Monday,WESTON AND GAYDON,General Delay,17,2024-04-15,4,12
95,Wednesday,ELLESMERE AND MARKHAM,Operations - Operator,20,2024-01-03,1,12
935,Monday,JANE STATION,Mechanical,32,2024-01-29,1,9
984,Thursday,SHEPPARD AND BATHURST,Security,24,2024-08-15,8,15
85,Saturday,SHEPPARD AND REIDMOUNT,Mechanical,50,2024-06-08,6,20
165,Tuesday,YONGE AND YORK MILLS,Mechanical,19,2024-06-04,6,5
95,Thursday,ELLESMERE AND PRINCIPA,Collision - TTC,20,2024-07-25,7,15
53,Friday,STEELES AND HIGHWAY 40,Diversion,31,2024-01-05,1,8
35,Wednesday,JANE STATION,Operations - Operator,20,2024-05-29,5,4
56,Wednesday,DONLANDS STATION,Utilized Off Route,32,2024-08-07,8,17
43,Saturday,KENNEDY STATION,Operations - Operator,20,2024-07-20,7,22
91,Friday,ST CLAIR AND O'CONNOR,Mechanical,50,2024-04-26,4,15
12,Saturday,VICTORIA PARK AND WINS,Investigation,40,2024-08-24,8,11
56,Sunday,EGLINTON STATION,Cleaning - Unsanitary,50,2024-08-04,8,12
929,Friday,WILSON STATION,Mechanical,10,2024-06-21,6,15
90,Saturday,BATHURST AND BARTON (N,Emergency Services,20,2024-03-02,3,23
89,Friday,WESTON AND CHURCH,Operations - Operator,20,2024-08-09,8,15
95,Friday,ELLESMERE AND VIC PARK,Security,20,2024-04-05,4,0
45,Monday,KIPLING STATION,Operations - Operator,22,2024-01-22,1,13
81,Saturday,THORNCLIFFE AND OVERLE,Operations - Operator,15,2024-02-10,2,15
129,Wednesday,STEELES AND MCCOWAN,Operations - Operator,38,2024-03-20,3,17
97,Tuesday,YONGE AND MACPHERSON,Utilized Off Route,40,2024-05-14,5,18
64,Tuesday,BROADVIEW AND PRETORIA,Mechanical,22,2024-06-25,6,19
925,Saturday,BROADVIEW STATION,Collision - TTC,20,2024-09-21,9,11
52,Thursday,LAWRENCE AND BAYVIEW,Mechanical,18,2024-05-16,5,16
42,Friday,CUMMER AND YONGE,Mechanical,32,2024-02-09,2,12
13,Saturday,EGLINTON STATION,Operations - Operator,40,2024-04-13,4,9
939,Friday,FINCH AND MARKHAM,Mechanical,16,2024-01-26,1,13
995,Tuesday,ELLESMERE AND NEILSON,Mechanical,20,2024-09-24,9,7
36,Thursday,FINCH AND JANE,Mechanical,14,2024-05-23,5,17
984,Monday,SHEPPARD AND BATHURST,Operations - Operator,24,2024-06-24,6,16
29,Saturday,DUFFERIN AND DUFFERIN,Mechanical,10,2024-07-06,7,19
95,Monday,YORK MILLS AND LAURENT,Mechanical,40,2024-08-05,8,0
7,Thursday,BATHURST AND LYONSGATE,Security,20,2024-08-15,8,13
945,Friday,KIPLING STATION,Operations - Operator,37,2024-08-30,8,5
54,Saturday,EGLINTON STATION,Utilized Off Route,40,2024-03-23,3,7
52,Saturday,LAWRENCE AND JANE,Operations - Operator,40,2024-01-06,1,12
960,Sunday,STEELES AND KEELE,Mechanical,20,2024-03-31,3,13
29,Friday,DUFFERIN AND BRANDON,General Delay,10,2024-03-22,3,17
34,Wednesday,EGLINTON AND LEBOVIC,Security,16,2024-03-06,3,9
76,Tuesday,ROYAL YORK STATION,Emergency Services,24,2024-02-13,2,22
35,Thursday,JANE AND GORDON,Operations - Operator,16,2024-03-07,3,9
985,Thursday,SCARBOROUGH CTR STATIO,Investigation,24,2024-08-29,8,10
903,Sunday,KENNEDY STATION,Mechanical,26,2024-06-23,6,14
54,Tuesday,LAWRENCE ANB MIDLAND,Mechanical,28,2024-09-17,9,14
104,Friday,WILSON GARAGE,Operations - Operator,48,2024-03-15,3,6
94,Friday,WELLESLEY AND CHURCH,Collision - TTC,40,2024-09-13,9,12
984,Wednesday,SHEPPARD WEST STATION,Utilized Off Route,20,2024-01-03,1,20
37,Monday,ISLINGTON AND WINNIPEG,Collision - TTC,40,2024-04-22,4,14
73,Monday,WESTON AND ALBION,Mechanical,22,2024-09-16,9,15
939,Wednesday,FINCH STATION,Mechanical,28,2024-04-03,4,11
100,Wednesday,BROADVIEW STATION,Operations - Operator,16,2024-09-11,9,13
131,Tuesday,SCARBOROUGH CENTRE STA,Mechanical,24,2024-01-30,1,8
165,Wednesday,OLD WESTON AND STEELES,Security,12,2024-04-03,4,5
95,Tuesday,RYLANDER AND KINGSTON,Operations - Operator,32,2024-07-09,7,1
985,Monday,SHEPPARD AND VICTORIA,Mechanical,24,2024-08-26,8,14
95,Saturday,MALVERN GARAGE,Mechanical,26,2024-07-20,7,6
7,Saturday,BATHURST STATION,Operations - Operator,20,2024-03-09,3,0
12,Tuesday,VICTORIA PARK AND KING,Mechanical,48,2024-01-16,1,17
927,Monday,ARROW GARAGE,Mechanical,10,2024-02-26,2,5
53,Saturday,STEELES AND OLD KENNED,Operations - Operator,32,2024-07-13,7,11
54,Wednesday,EGLINTON EAST AND BREN,Security,28,2024-09-25,9,13
929,Sunday,WILSON STATION,Operations - Operator,10,2024-09-29,9,15
84,Wednesday,SHEPPARD AND YONGE,Collision - TTC,16,2024-05-01,5,11
16,Saturday,SCARBOROUGH CENTRE STA,Collision - TTC,20,2024-06-29,6,15
123,Saturday,LONG BRANCH LOOP,Security,40,2024-01-06,1,13
129,Wednesday,KENNEDY AND LAWRENCE,General Delay,28,2024-06-19,6,17
160,Monday,STEELES AND BATHURST,Operations - Operator,40,2024-02-12,2,5
35,Monday,JANE AND SHEPPARD,Mechanical,22,2024-05-27,5,18
63,Thursday,SUNNYSIDE LOOP,Diversion,29,2024-07-25,7,5
63,Saturday,DUNDAS AND OSSINGTON,Collision - TTC,20,2024-06-08,6,17
43,Wednesday,KENNEDY STATION,Mechanical,20,2024-07-17,7,19
29,Sunday,DUFFERIN AND WILSON,Vision,10,2024-08-25,8,19
94,Friday,CASTLE FRANK STATION,Operations - Operator,20,2024-08-02,8,10
41,Monday,ST CLAIR AND OLD WESTO,Road Blocked - NON-TTC Collision,23,2024-04-08,4,10
104,Thursday,WILSON STATION,Mechanical,44,2024-06-13,6,8
953,Wednesday,STEELES AND GRANDVIEW,Collision - TTC,22,2024-04-03,4,9
100,Thursday,BROADVIEW AND ERINDALE,Collision - TTC,20,2024-07-04,7,19
76,Sunday,ROYAL YORK AND NEWCAST,Utilized Off Route,18,2024-07-07,7,12
123,Friday,8 WICKMAN RD,Operations - Operator,48,2024-01-12,1,17
90,Saturday,BATHURST STATION,Diversion,35,2024-04-13,4,18
116,Saturday,MILNER AND BURROWS,Mechanical,20,2024-06-15,6,17
41,Tuesday,KEELE AND WILSON,Operations - Operator,20,2024-01-02,1,8
11,Monday,DAVISVILLE AND YONGE,Investigation,56,2024-01-08,1,20
80,Tuesday,KEELE STATION,General Delay,44,2024-06-25,6,17
21,Monday,KENNEDY STATION,Operations - Operator,40,2024-06-10,6,21
924,Thursday,ST. CLAIR AND VICTORIA,Mechanical,20,2024-01-25,1,16
43,Monday,KENNEDY AND PROGRESS,Emergency Services,20,2024-03-18,3,20
96,Monday,WILSON STATION,Cleaning - Unsanitary,38,2024-01-22,1,13
100,Friday,BROADVIEW AND FERNWOOD,Collision - TTC,12,2024-03-01,3,17
97,Tuesday,YONGE AND 401,Diversion,27,2024-04-30,4,17
LINE 2,Sunday,KENNEDY STATION,Mechanical,4,2024-02-04,2,8
118,Tuesday,WILSON STATION,Operations - Operator,25,2024-06-18,6,14
41,Friday,SHEPPARD AND KEELE,Mechanical,16,2024-02-09,2,6
92,Friday,WOODBINE STATION,Operations - Operator,18,2024-03-15,3,17
905,Monday,KENNEDY STATION,Mechanical,30,2024-08-19,8,14
90,Saturday,VAUGHAN AND CONNAUGHT,Mechanical,20,2024-06-08,6,20
107,Tuesday,PETROLIA AND STEELES,Vision,46,2024-03-12,3,5
63,Tuesday,OSSINGTON STATION,Investigation,20,2024-02-06,2,22
52,Friday,AVENUE AND LYTTON BLVD,Security,20,2024-05-10,5,7
96,Saturday,WESTMORE AND FINCH,Collision - TTC,40,2024-09-07,9,17
53,Thursday,FINCH STATION,Vision,30,2024-08-08,8,17
927,Friday,FINCH AND HIGHWAY 27 (,Collision - TTC,10,2024-05-17,5,8
76,Saturday,MIMICO AND LAKE SHORE,Mechanical,20,2024-04-06,4,8
12,Friday,VICTORIA PARK AND GERR,Mechanical,20,2024-07-26,7,7
34,Tuesday,EGLINTON STATION,Emergency Services,20,2024-04-16,4,21
41,Tuesday,KEELE AND DUNDAS WEST,Mechanical,24,2024-07-16,7,13
52,Tuesday,WELLNESS AND ARMISTICE,Operations - Operator,18,2024-04-09,4,14
72,Thursday,MILLWOOD AND OVERLEA,Emergency Services,15,2024-05-30,5,10
95,Saturday,ELLESMERE AND DOLLY VA,Mechanical,32,2024-08-17,8,20
36,Tuesday,HUMBER COLLEGE AND FIN,Mechanical,13,2024-01-23,1,15
55,Monday,BLOOR AND JANE,Collision - TTC,34,2024-08-26,8,23
102,Monday,ST CLAIR AND KINGSTON,Mechanical,15,2024-09-16,9,21
165,Sunday,WESTON AND IMOGENE,Security,20,2024-08-11,8,12
995,Thursday,ELLESMERE AND BIRCHMOU,Mechanical,25,2024-08-01,8,18
960,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,16,2024-07-18,7,17
66,Saturday,EVANS AND WICKMAN,Operations - Operator,25,2024-03-30,3,17
995,Monday,YORK MILLS AND BAYVIEW,Utilized Off Route,20,2024-09-16,9,14
45,Wednesday,KIPLING AND STEELES LO,Operations - Operator,20,2024-01-31,1,21
165,Friday,WILSON AND KEELE,Emergency Services,20,2024-05-24,5,22
34,Thursday,EGLINTON STATION,Collision - TTC,42,2024-02-01,2,22
108,Monday,DRIFTWOOD AND JANE,Mechanical,40,2024-03-25,3,7
34,Wednesday,EGLINTON STATION,Utilized Off Route,18,2024-05-08,5,17
34,Sunday,EGLINTON STATION,Utilized Off Route,18,2024-01-14,1,11
935,Saturday,JANE STATION,Mechanical,20,2024-06-29,6,8
85,Saturday,SHEPPARD AND MCCOWAN,Mechanical,56,2024-05-18,5,12
35,Sunday,JANE AND TRETHEWEY,Mechanical,16,2024-09-22,9,15
985,Saturday,KENNEDY STATION,Cleaning - Unsanitary,17,2024-08-24,8,0
507,Thursday,SUNNYSIDE LOOP,Security,20,2024-01-11,1,1
54,Monday,LAWRENCE AND KENNEDY,Collision - TTC,24,2024-05-13,5,7
32,Friday,EGLINTON AND BATHURST,Operations - Operator,24,2024-08-02,8,10
902,Tuesday,WARDEN STATION,Mechanical,30,2024-05-07,5,12
903,Thursday,KENNEDY STATION,Mechanical,32,2024-07-11,7,12
927,Sunday,ALBION AND FINCH,Mechanical,22,2024-09-15,9,11
67,Sunday,PHARMACY AND EGLINTON,Investigation,52,2024-04-07,4,22
7,Monday,COXWELL STATION,Operations - Operator,16,2024-01-08,1,14
85,Tuesday,DON MILLS STATION,Operations - Operator,45,2024-02-27,2,12
56,Monday,DONLANDS AND COSBURN,Mechanical,28,2024-09-09,9,8
72,Saturday,OVERLEA AND THORNCLIFF,Investigation,10,2024-08-31,8,16
40,Friday,ST. CLAIR AND JANE,Security,30,2024-02-09,2,20
29,Thursday,DUFFERIN AND HOMESDALE,Operations - Operator,18,2024-05-02,5,10
506,Sunday,PARLIAMENT AND DOCTOR,Security,14,2024-06-02,6,15
937,Tuesday,ISLINGTON AND EGLINTON,Mechanical,26,2024-06-18,6,17
130,Tuesday,SEWELLS AND BRENYON,Vision,0,2024-06-25,6,5
43,Monday,KENNEDY AND ANTRIM,Diversion,39,2024-06-17,6,12
35,Saturday,JANE AND JOHN,Emergency Services,16,2024-07-06,7,21
35,Thursday,PIONEER VILLAGE STATIO,Mechanical,15,2024-05-02,5,21
52,Thursday,LAWRENCE WEST AND RALP,Operations - Operator,40,2024-03-28,3,10
72,Thursday,PAPE STATION,Security,44,2024-03-07,3,13
95,Friday,ELLESMERE AND BIRCHMOU,Mechanical,20,2024-04-26,4,1
65,Thursday,PARLIAMENT AND QUEEN,General Delay,20,2024-04-25,4,15
32,Thursday,RENFORTH STATION,Mechanical,16,2024-03-14,3,8
37,Friday,ISLINGTON STATION,Mechanical,56,2024-01-19,1,8
95,Saturday,YORK MILLS AND DVR,Mechanical,32,2024-06-08,6,6
7,Saturday,BATHURST AND GREENWIN,Mechanical,20,2024-01-06,1,8
20,Saturday,DANFORTH AND VICTORIA,Mechanical,40,2024-05-04,5,16
73,Monday,WESTON AND CARDELL,Security,38,2024-06-10,6,22
54,Thursday,EGLINTON STATION,Mechanical,22,2024-05-09,5,16
165,Tuesday,ALBION AND WESTON RD,Collision - TTC,20,2024-09-10,9,14
42,Tuesday,CUMMER AND BAYVIEW,Mechanical,44,2024-03-19,3,23
24,Sunday,VICTORIA PARK STATION,Emergency Services,18,2024-08-11,8,13
52,Wednesday,DIXON AND CARLINGVIEW,Mechanical,20,2024-05-22,5,6
113,Friday,KENNEDY STATION,Mechanical,32,2024-04-26,4,8
41,Saturday,KEELE AND ST CLAIR,General Delay,24,2024-03-02,3,20
985,Thursday,MALVERN GARAGE,Mechanical,18,2024-08-08,8,6
984,Thursday,SHEPPARD AND VITTI,Mechanical,18,2024-06-20,6,18
79,Wednesday,RUNNYMEDE STATION,Utilized Off Route,44,2024-05-08,5,18
927,Saturday,ALBION AND MARTIN GROV,Operations - Operator,22,2024-04-20,4,9
63,Thursday,LIBERTY AND ATLANTIC,Vision,20,2024-01-11,1,15
52,Friday,DIXON AND CHETTA,Security,40,2024-09-27,9,14
123,Wednesday,QUEENSWAY AND NORTH QU,Operations - Operator,46,2024-07-10,7,13
44,Tuesday,EVANS AND KIPLING,Mechanical,12,2024-07-30,7,14
63,Friday,EGLINTON WEST STATION,Utilized Off Route,10,2024-05-31,5,7
40,Sunday,DUNDAS WEST STATION,Collision - TTC,30,2024-02-04,2,6
21,Friday,BRIMLEY AND EGLINTON,Operations - Operator,40,2024-02-09,2,13
76,Friday,MIMCO AND ROYAL YORK,Mechanical,16,2024-05-24,5,13
36,Friday,FINCH AND ELANA,Vision,10,2024-04-12,4,16
35,Wednesday,DUNDAS AND JANE,Mechanical,16,2024-02-14,2,12
95,Friday,YORK MILLS AND FENSIDE,Emergency Services,20,2024-05-31,5,11
63,Sunday,OSSINGTON STATION,Utilized Off Route,16,2024-04-07,4,13
108,Friday,SHEPPARD AND KEELE,Diversion,38,2024-06-14,6,20
98,Thursday,SENLAC AND ELLERSLIE,Mechanical,44,2024-07-04,7,20
94,Saturday,HARBOARD AND GRACE,Emergency Services,40,2024-09-07,9,22
44,Wednesday,KIPLING STATION,Utilized Off Route,14,2024-05-08,5,17
24,Wednesday,VICTORIA PARK STATION,Security,20,2024-08-21,8,23
102,Wednesday,MARKHAM AND PROGRESS,Mechanical,20,2024-07-03,7,10
161,Tuesday,HUMBER BLVD AND WESTON,Diversion,40,2024-02-13,2,11
944,Thursday,ISLINGTON STATION,Mechanical,0,2024-02-08,2,6
86,Wednesday,DUNDAS AND KIPLING,Cleaning - Unsanitary,34,2024-08-14,8,3
54,Friday,EGLINTON AND HOYLE,Operations - Operator,28,2024-08-02,8,14
35,Tuesday,JANE AND DUNDAS,Operations - Operator,14,2024-06-25,6,9
29,Saturday,DUFFERIN AND SPRINGHUR,Mechanical,10,2024-08-17,8,12
19,Saturday,BAY AND GERRARD,Emergency Services,52,2024-07-13,7,8
63,Monday,OAKWOOD AND GLOUCESTER,Collision - TTC,20,2024-07-29,7,15
985,Thursday,SCARBOROUGH CENTRE STA,Operations - Operator,30,2024-07-18,7,16
36,Monday,FINCH STATION,Mechanical,16,2024-01-15,1,20
84,Monday,BRADSTOCK AND WESTON,Mechanical,20,2024-04-01,4,23
90,Saturday,BATHURST STATION,Vision,20,2024-02-03,2,0
960,Tuesday,YONGE AND QUEENS QUAY,Vision,10,2024-04-23,4,2
35,Monday,JANE STATION,Mechanical,24,2024-01-08,1,6
97,Friday,YONGE AND ATHABASKA,Mechanical,40,2024-02-02,2,20
100,Sunday,OVERLEA AND LEASIDE,Mechanical,16,2024-02-25,2,15
66,Saturday,OLD MILL STATION,Operations - Operator,50,2024-06-08,6,17
944,Thursday,KIPLING STATION,Mechanical,24,2024-03-14,3,15
939,Sunday,FINCH AND BRIMLEY,Mechanical,40,2024-04-28,4,13
24,Wednesday,VICTORIA PARK AND SHEP,Mechanical,20,2024-05-29,5,17
41,Friday,KEELE AND BLOOR,Utilized Off Route,24,2024-04-26,4,13
36,Friday,FINCH AND ARROW,Security,14,2024-05-10,5,18
85,Saturday,DON MILLS STATION,Mechanical,44,2024-01-13,1,19
165,Sunday,OLD WESTON AND STEELES,Mechanical,18,2024-05-26,5,11
49,Sunday,BLOOR AND WEST MALL,Mechanical,40,2024-02-18,2,7
43,Tuesday,STEELES AND SILVER STA,Mechanical,20,2024-09-03,9,7
110,Monday,ISLINGTON AND ADVANCE,Collision - TTC,54,2024-04-22,4,16
73,Saturday,ROYAL YORK STATION,Utilized Off Route,44,2024-09-21,9,20
22,Friday,FAIRFORD AND COXWELL,Mechanical,16,2024-01-05,1,14
64,Wednesday,WILLIAMSON AND WINEVA,Security,40,2024-07-17,7,0
46,Monday,KIPLING STATION,Utilized Off Route,40,2024-06-17,6,22
73,Thursday,PORTLAND AND WESLEY,Mechanical,50,2024-07-11,7,15
85,Wednesday,DON MILLS STATION,Mechanical,30,2024-09-04,9,12
17,Tuesday,BIRCHMOUNT AND ROLARK,Diversion,48,2024-05-28,5,21
102,Tuesday,MORNINGSIDE AND PASSMO,Mechanical,23,2024-07-09,7,20
995,Friday,SCABROROUGH LOOP AND M,Operations - Operator,55,2024-06-07,6,4
35,Saturday,JANE AND FINCH,Investigation,14,2024-05-18,5,14
123,Friday,ISLINGTON STATION,Utilized Off Route,40,2024-03-15,3,18
52,Tuesday,LAWRENCE AND BATHURST,Emergency Services,18,2024-04-09,4,16
185,Monday,SHEPPARD AND YONGE,Security,40,2024-09-09,9,22
86,Sunday,EGLINTON AND DANFORTH,Security,20,2024-09-15,9,19
123,Monday,LONG BRANCH LOOP,Utilized Off Route,44,2024-03-04,3,11
63,Monday,OAKWOOD LOOP,Emergency Services,12,2024-09-23,9,8
35,Thursday,JANE AND EGLINTON,Emergency Services,12,2024-09-26,9,15
32,Wednesday,EGLINTON AND HEDDINGTO,Mechanical,20,2024-09-18,9,19
47,Wednesday,DUNDAS AND LANSDOWNE,Investigation,36,2024-07-24,7,11
73,Saturday,ROYAL YORK STATION,Emergency Services,44,2024-03-30,3,20
986,Tuesday,LAWRENCE AND KINGSTON,Mechanical,12,2024-07-09,7,8
35,Friday,JANE AND SPENVALLEY,Mechanical,16,2024-03-22,3,12
47,Thursday,BRIDGELAND AND DUFFERI,Emergency Services,18,2024-02-29,2,15
165,Sunday,WESTON AND FINCH,Mechanical,20,2024-07-14,7,13
89,Saturday,KEELE STATION,General Delay,20,2024-09-14,9,14
60,Monday,STEELES AND HILDA,Security,24,2024-04-22,4,19
91,Wednesday,CARNFORTH AND LAWRENCE,Security,38,2024-08-07,8,14
85,Wednesday,SHEPPARD AND BIRCHMOUN,Diversion,18,2024-07-03,7,16
189,Saturday,KEELE AND JUNCTION,Collision - TTC,50,2024-01-06,1,12
96,Monday,WILSON AND AVENUE,Operations - Operator,34,2024-06-24,6,12
91,Saturday,WOODBINE STATION,Mechanical,52,2024-05-11,5,15
25,Sunday,BROADVIEW STATION,Utilized Off Route,20,2024-09-08,9,15
62,Monday,MAIN STREET STATION,Utilized Off Route,18,2024-04-15,4,18
96,Tuesday,JANE AND WILSON,Security,20,2024-08-06,8,10
29,Wednesday,1692 DUFFERIN,Operations - Operator,16,2024-07-03,7,17
59,Thursday,GULLIVER AND KEELE,Mechanical,20,2024-04-11,4,17
160,Wednesday,BATHURST AND YORK DOWN,Collision - TTC,40,2024-08-28,8,10
12,Thursday,VICTORIA PARK STATION,Mechanical,40,2024-01-25,1,8
95,Wednesday,YORK MILLS STATION,Operations - Operator,20,2024-08-28,8,18
968,Monday,WARDEN STATION,Mechanical,18,2024-02-26,2,8
84,Tuesday,SHEPPARD AND YONGE,Collision - TTC,18,2024-04-02,4,18
31,Monday,GREENWOOD AND QUEEN,Diversion,30,2024-06-03,6,22
53,Wednesday,FINCH STATION,General Delay,48,2024-07-31,7,9
37,Sunday,BERGAMOT AND ISLINGTON,Security,16,2024-09-29,9,19
168,Thursday,DAVENPORT AND LAUGHTON,Cleaning - Unsanitary,24,2024-08-29,8,18
307,Sunday,EXHIBITION LOOP,Operations - Operator,10,2024-05-26,5,2
